dc_key,race,sex,fatal,date,has_court_case,age,street_name,block_number,zip_code,council_district,police_district,neighborhood,house_district,senate_district,school_catchment,lng,lat
2.02235E+11,Black (Non-Hispanic),Male,Nonfatal,8/21/2022 15:37,No,40,W WINGOHOCKING ST,1000,19140,8,35,Hunting Park-Fairhill,201,3,Jay Cooke School,-75.142068,40.020635000000006
2.02218E+11,Black (Non-Hispanic),Male,Nonfatal,8/21/2022 8:19,Yes,24,OSAGE AVE,5900,19143,3,18,Cobbs Creek,191,8,William C. Bryant School,-75.240518,39.954621999999986
2.02215E+11,Black (Non-Hispanic),Male,Nonfatal,8/21/2022 3:25,No,43,GLENLOCH ST,7200,19135,6,15,Mayfair-Holmesburg,173,5,Edwin Forrest School,-75.037723,40.031128999999986
2.02215E+11,Black (Non-Hispanic),Male,Nonfatal,8/21/2022 3:25,No,16,GLENLOCH ST,7200,19135,6,15,Mayfair-Holmesburg,173,5,Edwin Forrest School,-75.037723,40.031128999999986
2.02215E+11,Black (Non-Hispanic),Male,Nonfatal,8/21/2022 0:36,No,23,TORRESDALE AVE,6100,19135,6,15,Wissinoming-Tacony,173,5,Henry W. Lawton School,-75.057486,40.01866900000001
2.02212E+11,Black (Non-Hispanic),Male,Fatal,8/21/2022 0:21,Yes,,BELLFORD ST,2500,19153,2,12,Eastwick-Elmwood,185,8,Penrose School,-75.2453,39.911232999999996
2.02215E+11,Hispanic (Black or White),Female,Nonfatal,8/21/2022 0:18,No,24,WALKER ST,5400,19124,7,15,Wissinoming-Tacony,179,2,James J. Sullivan School,-75.068063,40.01940199999997
2.02215E+11,White (Non-Hispanic),Male,Nonfatal,8/21/2022 0:18,No,24,WALKER ST,5400,19124,7,15,Wissinoming-Tacony,179,2,James J. Sullivan School,-75.068063,40.01940199999997
2.02214E+11,Black (Non-Hispanic),Male,Nonfatal,8/20/2022 21:41,No,7,COLLOM ST,200,19144,8,14,Germantown,198,4,Mastery Charter School at Wister,-75.163893,40.03256999999999
2.02217E+11,Black (Non-Hispanic),Male,Nonfatal,8/20/2022 21:35,No,19,MIFFLIN ST,3000,19145,2,17,Grays Ferry-Passyunk,186,8,Universal Charter School at Alcorn,-75.195534,39.930226000000026
2.02225E+11,Black (Non-Hispanic),Male,Fatal,8/20/2022 21:11,Yes,59,N FAIRHILL ST,2900,19133,7,25,Hunting Park-Fairhill,197,2,Potter-Thomas School,-75.140688,39.99626500000001
2.02224E+11,Black (Non-Hispanic),Male,Nonfatal,8/20/2022 20:32,No,31,ORMOND ST,4200,19124,7,24,Juniata Park-Harrowgate,180,2,Juniata Park Academy,-75.096761,40.01051499999999
2.02224E+11,Hispanic (Black or White),Male,Nonfatal,8/20/2022 20:32,No,28,ORMOND ST,4200,19124,7,24,Juniata Park-Harrowgate,180,2,Juniata Park Academy,-75.096761,40.01051499999999
2.02235E+11,Black (Non-Hispanic),Male,Nonfatal,8/20/2022 19:00,No,18,N LAWRENCE ST,4900,19120,8,35,Olney-Feltonville,179,3,Andrew J. Morrison School,-75.13185,40.02603400000001
2.02219E+11,Black (Non-Hispanic),Male,Fatal,8/20/2022 16:48,Yes,33,RACE ST,6000,19139,4,19,Haddington-Overbrook,192,7,John Barry School,-75.240526,39.965163
2.02224E+11,Black (Non-Hispanic),Male,Nonfatal,8/20/2022 16:31,No,26,BOUDINOT ST,2700,19134,7,24,Upper Kensington,180,2,Lewis Elkin School,-75.123716,39.990978
2.02224E+11,White (Non-Hispanic),Male,Nonfatal,8/20/2022 15:51,No,31,G ST,3100,19134,7,24,Upper Kensington,180,2,Lewis Elkin School,-75.115732,39.99566200000002
2.02224E+11,Black (Non-Hispanic),Male,Nonfatal,8/20/2022 15:51,No,32,G ST,3100,19134,7,24,Upper Kensington,180,2,Lewis Elkin School,-75.115732,39.99566200000002
2.02215E+11,Black (Non-Hispanic),Male,Nonfatal,8/20/2022 9:25,No,49,FRANKFORD AVE,4200,19124,7,15,Frankford,177,2,John Marshall School,-75.089902,40.009118
2.02206E+11,Hispanic (Black or White),Male,Nonfatal,8/20/2022 5:36,Yes,52,N 10TH ST,100,19107,1,6,Center City East,175,1,General George A. McCall School,-75.155966,39.95495900000002
2.02222E+11,Black (Non-Hispanic),Male,Fatal,8/20/2022 2:46,No,34,W BERKS ST,2600,19121,5,22,Strawberry Mansion,195,3,Edward Gideon School,-75.176165,39.984764000000006
2.02206E+11,Black (Non-Hispanic),Male,Nonfatal,8/20/2022 0:24,No,27,CHERRY ST,900,19107,1,6,Center City East,175,1,General George A. McCall School,-75.154907,39.95431
2.02206E+11,Black (Non-Hispanic),Female,Nonfatal,8/20/2022 0:24,No,23,CHERRY ST,900,19107,1,6,Center City East,175,1,General George A. McCall School,-75.154907,39.95431
2.02222E+11,Black (Non-Hispanic),Male,Nonfatal,8/19/2022 17:57,No,58,DIAMOND ST,2100,19121,5,22,Strawberry Mansion,195,3,William Dick School,-75.168979,39.98639299999999
2.02235E+11,Black (Non-Hispanic),Male,Nonfatal,8/19/2022 13:59,No,32,N BROAD ST,4600,19140,8,35,Logan,198,3,James Logan School,-75.147925,40.024519000000005
2.02239E+11,Black (Non-Hispanic),Male,Fatal,8/19/2022 1:23,No,25,APSLEY ST,0,19144,8,39,East Falls-Westside,198,3,John B. Kelly School,-75.160522,40.024725000000004
2.02239E+11,White (Non-Hispanic),Male,Nonfatal,8/19/2022 1:23,No,21,APSLEY ST,0,19144,8,39,East Falls-Westside,198,3,John B. Kelly School,-75.160522,40.024725000000004
2.02215E+11,Black (Non-Hispanic),Male,Nonfatal,8/18/2022 22:45,No,35,TORRESDALE AVE,6500,19135,6,15,Wissinoming-Tacony,173,5,Hamilton Disston School,-75.049954,40.022568
2.02214E+11,Black (Non-Hispanic),Male,Nonfatal,8/18/2022 22:40,No,23,PLEASANT ST,300,19119,8,14,East Mt. Airy,200,4,Eleanor C. Emlen School,-75.18239,40.057885000000006
2.02226E+11,Black (Non-Hispanic),Female,Nonfatal,8/18/2022 13:51,No,41,W DAUPHIN ST,500,19133,7,26,Northern Liberties-West Kensington,197,2,William McKinley School,-75.142302,39.986092999999975
2.02212E+11,Black (Non-Hispanic),Male,Nonfatal,8/18/2022 13:51,No,32,BELMAR ST,5800,19143,3,12,Paschall-Kingsessing,191,8,William C. Longstreth School,-75.231141,39.936568000000015
2.02216E+11,Black (Non-Hispanic),Male,Nonfatal,8/18/2022 13:42,No,17,FILBERT ST,3800,19104,3,16,University City,190,7,Samuel Powel School,-75.199464,39.957622
2.02216E+11,Black (Non-Hispanic),Male,Nonfatal,8/18/2022 9:31,No,41,N 42ND ST,1200,19104,3,16,Mill Creek-Parkside,190,7,Rudolph Blankenburg School,-75.209982,39.97423799999999
2.02235E+11,Hispanic (Black or White),Male,Nonfatal,8/18/2022 8:18,Yes,36,W ALBANUS ST,100,19120,9,35,Olney-Feltonville,179,3,Andrew J. Morrison School,-75.125523,40.02627600000001
2.02219E+11,Black (Non-Hispanic),Male,Nonfatal,8/18/2022 6:17,No,24,N 53RD ST,1300,19131,3,19,Mill Creek-Parkside,190,7,Edward Heston School,-75.22761,39.97359800000001
2.02239E+11,Black (Non-Hispanic),Male,Nonfatal,8/17/2022 23:20,Yes,17,N BONSALL ST,2800,19132,8,39,Nicetown-Tioga,197,3,Thomas M. Peirce School,-75.169284,39.998663000000015
2.02239E+11,Black (Non-Hispanic),Female,Nonfatal,8/17/2022 23:20,Yes,15,N BONSALL ST,2800,19132,8,39,Nicetown-Tioga,197,3,Thomas M. Peirce School,-75.169284,39.998663000000015
2.02239E+11,Black (Non-Hispanic),Female,Nonfatal,8/17/2022 23:20,Yes,16,N BONSALL ST,2800,19132,8,39,Nicetown-Tioga,197,3,Thomas M. Peirce School,-75.169284,39.998663000000015
2.02239E+11,Black (Non-Hispanic),Female,Nonfatal,8/17/2022 23:20,Yes,18,N BONSALL ST,2800,19132,8,39,Nicetown-Tioga,197,3,Thomas M. Peirce School,-75.169284,39.998663000000015
2.02216E+11,Black (Non-Hispanic),Male,Fatal,8/17/2022 21:57,Yes,19,LANCASTER AVE,4000,19104,3,16,Mill Creek-Parkside,190,7,Alain Locke School,-75.204015,39.964112000000014
2.02222E+11,Black (Non-Hispanic),Male,Nonfatal,8/17/2022 17:47,No,14,N 20TH ST,1900,19121,5,22,Strawberry Mansion,195,3,Mastery Charter School at Douglass,-75.166763,39.98295100000001
2.02214E+11,Black (Non-Hispanic),Male,Nonfatal,8/17/2022 5:07,No,52,W POMONA ST,0,19144,8,14,Germantown,201,4,Anna L. Lingelbach School,-75.181484,40.04414299999998
2.02219E+11,Black (Non-Hispanic),Male,Nonfatal,8/17/2022 2:57,No,60,LANSDOWNE AVE,5500,19131,4,19,Haddington-Overbrook,192,7,Edward Heston School,-75.231807,39.97688099999999
2.02222E+11,Black (Non-Hispanic),Male,Nonfatal,8/17/2022 2:57,No,16,FONTAIN ST,3100,19121,5,22,Strawberry Mansion,195,3,James G. Blaine School,-75.183951,39.987654000000006
2.02235E+11,Black (Non-Hispanic),Male,Nonfatal,8/16/2022 23:09,No,23,N CAMAC ST,4600,19140,8,35,Logan,201,3,Jay Cooke School,-75.145108,40.02315099999999
2.02235E+11,Black (Non-Hispanic),Male,Nonfatal,8/16/2022 21:28,No,31,N 10TH ST,6300,19141,9,35,Oak Lane - Fernrock,201,3,Ellwood School,-75.136084,40.047779000000006
2.02219E+11,Black (Non-Hispanic),Male,Nonfatal,8/16/2022 18:52,Yes,22,N 57TH ST,400,19131,4,19,Haddington-Overbrook,192,7,Universal Charter School at Daroff,-75.233691,39.96767499999999
2.02219E+11,Black (Non-Hispanic),Male,Nonfatal,8/16/2022 18:52,Yes,18,N 57TH ST,400,19131,4,19,Haddington-Overbrook,192,7,Universal Charter School at Daroff,-75.233691,39.96767499999999
2.02219E+11,Black (Non-Hispanic),Male,Nonfatal,8/16/2022 18:52,Yes,25,N 57TH ST,400,19131,4,19,Haddington-Overbrook,192,7,Universal Charter School at Daroff,-75.233691,39.96767499999999
2.02202E+11,Black (Non-Hispanic),Male,Nonfatal,8/16/2022 18:52,No,33,SUMMERDALE AVE,4900,19124,9,2,Lawndale-Crescentville,179,2,Laura H. Carnell School,-75.093229,40.030668000000006
2.02219E+11,Black (Non-Hispanic),Male,Nonfatal,8/16/2022 18:52,Yes,21,N 57TH ST,400,19131,4,19,Haddington-Overbrook,192,7,Universal Charter School at Daroff,-75.233691,39.96767499999999
2.02219E+11,Black (Non-Hispanic),Male,Nonfatal,8/16/2022 18:52,Yes,17,N 57TH ST,400,19131,4,19,Haddington-Overbrook,192,7,Universal Charter School at Daroff,-75.233691,39.96767499999999
2.02219E+11,Black (Non-Hispanic),Male,Fatal,8/16/2022 1:04,No,30,N 64TH ST,200,19139,4,19,Haddington-Overbrook,192,7,Lewis C. Cassidy Academics Plus School,-75.248174,39.96607899999999
2.02225E+11,Black (Non-Hispanic),Male,Nonfatal,8/15/2022 23:59,No,22,W MENTOR ST,200,19120,7,25,Olney-Feltonville,197,3,Clara Barton School,-75.128163,40.02290300000001
2.02219E+11,Black (Non-Hispanic),Male,Nonfatal,8/15/2022 22:48,No,26,N ROBINSON ST,300,19139,4,19,Haddington-Overbrook,192,7,John Barry School,-75.242173,39.968039999999995
2.02219E+11,Black (Non-Hispanic),Male,Nonfatal,8/15/2022 22:47,No,40,MASTER ST,5500,19131,4,19,Haddington-Overbrook,192,7,Universal Charter School at Bluford,-75.232668,39.973601999999985
2.02203E+11,Black (Non-Hispanic),Male,Nonfatal,8/14/2022 23:39,No,18,SHUNK ST,600,19148,1,3,Snyder-Whitman,184,1,D. Newlin Fell School,-75.158252,39.91650200000001
2.02216E+11,Black (Non-Hispanic),Male,Nonfatal,8/14/2022 19:48,No,25,ASPEN ST,5000,19139,3,16,Mill Creek-Parkside,190,7,James Rhoads School,-75.220606,39.964794
2.02219E+11,Black (Non-Hispanic),Male,Nonfatal,8/14/2022 19:26,No,43,N HOBART ST,0,19139,4,19,Haddington-Overbrook,190,7,John Barry School,-75.237865,39.962617000000016
2.02224E+11,Black (Non-Hispanic),Male,Nonfatal,8/14/2022 6:59,Yes,33,E LEHIGH AVE,2100,19125,1,24,Upper Kensington,175,2,Frances E. Willard School,-75.121173,39.986195
2.02224E+11,Hispanic (Black or White),Male,Nonfatal,8/14/2022 3:22,No,27,E CAMBRIA ST,400,19134,7,24,Upper Kensington,180,2,Lewis Elkin School,-75.124082,39.993142000000006
2.02224E+11,Hispanic (Black or White),Male,Nonfatal,8/14/2022 3:22,No,39,E CAMBRIA ST,400,19134,7,24,Upper Kensington,180,2,Lewis Elkin School,-75.124082,39.993142000000006
2.02205E+11,Black (Non-Hispanic),Male,Nonfatal,8/14/2022 0:03,No,24,RIDGE AVE,5800,19128,4,5,Roxborough-Manayunk,194,7,Cook-Wissahickon School,-75.210674,40.029045999999994
2.02225E+11,Black (Non-Hispanic),Male,Nonfatal,8/13/2022 9:33,Yes,33,E LOUDON ST,300,19120,7,25,Olney-Feltonville,197,3,Clara Barton School,-75.119711,40.022622
2.02222E+11,Black (Non-Hispanic),Male,Fatal,8/13/2022 3:49,No,18,N 22ND ST,2000,19121,5,22,Strawberry Mansion,195,3,Mastery Charter School at Douglass,-75.169516,39.98548799999999
2.02224E+11,White (Non-Hispanic),Male,Nonfatal,8/13/2022 0:08,No,29,B ST,3000,19134,7,24,Hunting Park-Fairhill,180,2,Lewis Elkin School,-75.126083,39.99508900000002
2.02215E+11,White (Non-Hispanic),Male,Nonfatal,8/12/2022 22:21,No,36,LEIPER ST,4700,19124,7,15,Frankford,179,2,John Marshall School,-75.086297,40.017977999999985
2.02222E+11,White (Non-Hispanic),Female,Nonfatal,8/12/2022 22:16,No,20,S BOUVIER ST,2600,19145,2,1,South Broad-Girard Estates,185,1,F. Amedee Bregy School,-75.176972,39.918809
2.02222E+11,Black (Non-Hispanic),Male,Fatal,8/12/2022 22:16,No,19,S BOUVIER ST,2600,19145,2,1,South Broad-Girard Estates,185,1,F. Amedee Bregy School,-75.176972,39.918809
2.02215E+11,Hispanic (Black or White),Male,Fatal,8/12/2022 19:35,Yes,,CHARLES ST,5300,19124,7,15,Frankford,202,2,Mastery Charter School at Smedley,-75.071894,40.020517000000005
2.02215E+11,Hispanic (Black or White),Male,Nonfatal,8/12/2022 19:35,Yes,39,CHARLES ST,5300,19124,7,15,Frankford,202,2,Mastery Charter School at Smedley,-75.071894,40.020517000000005
2.02215E+11,Hispanic (Black or White),Male,Nonfatal,8/12/2022 19:35,Yes,33,CHARLES ST,5300,19124,7,15,Frankford,202,2,Mastery Charter School at Smedley,-75.071894,40.020517000000005
2.02215E+11,Hispanic (Black or White),Female,Nonfatal,8/12/2022 19:35,Yes,32,CHARLES ST,5300,19124,7,15,Frankford,202,2,Mastery Charter School at Smedley,-75.071894,40.020517000000005
2.02235E+11,Black (Non-Hispanic),Male,Fatal,8/12/2022 17:16,No,24,LIMEKILN PIKE,6200,19141,8,35,Ogontz,201,4,Joseph Pennell School,-75.152296,40.048942999999994
2.02226E+11,Black (Non-Hispanic),Male,Nonfatal,8/12/2022 16:53,No,25,W GIRARD AVE,900,19122,5,26,Poplar-Temple,181,1,James R. Ludlow School,-75.151913,39.97056799999998
2.02226E+11,Black (Non-Hispanic),Male,Nonfatal,8/12/2022 16:53,No,31,W GIRARD AVE,900,19122,5,26,Poplar-Temple,181,1,James R. Ludlow School,-75.151913,39.97056799999998
2.02226E+11,Black (Non-Hispanic),Male,Nonfatal,8/12/2022 16:53,No,75,W GIRARD AVE,900,19122,5,26,Poplar-Temple,181,1,James R. Ludlow School,-75.151913,39.97056799999998
2.02217E+11,Black (Non-Hispanic),Male,Nonfatal,8/12/2022 15:58,No,20,MOUNTAIN ST,2300,19145,2,17,Schuylkill-Point Breeze,186,8,Delaplaine McDaniel School,-75.183282,39.931585
2.02239E+11,Black (Non-Hispanic),Male,Nonfatal,8/12/2022 12:13,No,6,W GLENWOOD AVE,1600,19132,8,39,Nicetown-Tioga,197,3,Tanner G. Duckrey School,-75.158622,39.994876000000005
2.02222E+11,Black (Non-Hispanic),Male,Nonfatal,8/11/2022 17:52,No,31,N 24TH ST,1700,19121,5,22,Strawberry Mansion,195,3,William D. Kelley School,-75.174227,39.981138
2.02216E+11,Black (Non-Hispanic),Male,Nonfatal,8/11/2022 3:44,No,66,FAIRMOUNT AVE,3900,19104,3,16,Mill Creek-Parkside,190,7,Belmont Charter School,-75.200599,39.96560800000001
2.02215E+11,Black (Non-Hispanic),Male,Nonfatal,8/10/2022 21:18,No,39,BURTON ST,5200,19124,7,15,Wissinoming-Tacony,179,2,James J. Sullivan School,-75.069489,40.015236
2.02224E+11,Black (Non-Hispanic),Male,Fatal,8/10/2022 13:28,No,21,E SOMERSET ST,300,19134,7,24,Upper Kensington,180,2,Lewis Elkin School,-75.125511,39.99179000000001
2.02222E+11,Black (Non-Hispanic),Male,Nonfatal,8/9/2022 23:02,No,29,HARLAN ST,2400,19121,5,22,Sharswood-Stanton,195,3,Robert Morris School,-75.176403,39.977102999999985
2.02226E+11,Black (Non-Hispanic),Male,Nonfatal,8/9/2022 20:39,No,36,N HOWARD ST,2200,19133,7,26,Northern Liberties-West Kensington,197,2,William H. Hunter School,-75.133527,39.98388599999999
2.02226E+11,Black (Non-Hispanic),Male,Nonfatal,8/9/2022 20:39,No,30,N HOWARD ST,2200,19133,7,26,Northern Liberties-West Kensington,197,2,William H. Hunter School,-75.133527,39.98388599999999
2.02225E+11,Hispanic (Black or White),Male,Nonfatal,8/9/2022 19:28,No,18,N LAWRENCE ST,2700,19133,7,25,Hunting Park-Fairhill,197,2,Julia de Burgos School,-75.139279,39.99198999999999
2.02203E+11,Hispanic (Black or White),Male,Nonfatal,8/9/2022 17:58,Yes,27,RITNER ST,700,19148,1,3,Snyder-Whitman,184,1,Francis S. Key School,-75.159136,39.91915
2.02203E+11,Black (Non-Hispanic),Male,Nonfatal,8/9/2022 17:58,Yes,29,RITNER ST,700,19148,1,3,Snyder-Whitman,184,1,Francis S. Key School,-75.159136,39.91915
2.02225E+11,Hispanic (Black or White),Male,Nonfatal,8/9/2022 16:36,Yes,23,E ONTARIO ST,400,19134,7,25,Juniata Park-Harrowgate,180,2,Philip H. Sheridan School,-75.121596,40.00068900000001
2.02239E+11,Black (Non-Hispanic),Male,Nonfatal,8/9/2022 0:12,No,28,N 27TH ST,2900,19132,4,39,Nicetown-Tioga,198,7,E. Washington Rhodes School,-75.174888,39.999938000000014
2.02218E+11,Black (Non-Hispanic),Male,Nonfatal,8/8/2022 23:53,No,40,CHESTNUT ST,5900,19139,3,18,Cobbs Creek,191,8,John Barry School,-75.240606,39.96045399999999
2.02218E+11,Black (Non-Hispanic),Male,Nonfatal,8/8/2022 23:53,No,59,CHESTNUT ST,5900,19139,3,18,Cobbs Creek,191,8,John Barry School,-75.240606,39.96045399999999
2.02226E+11,Hispanic (Black or White),Female,Nonfatal,8/8/2022 23:17,Yes,18,W LEHIGH AVE,300,19133,7,26,Northern Liberties-West Kensington,197,2,John Welsh School,-75.138126,39.991710000000005
2.02226E+11,Black (Non-Hispanic),Male,Fatal,8/8/2022 23:17,Yes,19,W LEHIGH AVE,300,19133,7,26,Northern Liberties-West Kensington,197,2,John Welsh School,-75.138126,39.991710000000005
2.02226E+11,Hispanic (Black or White),Male,Nonfatal,8/8/2022 23:17,Yes,19,W LEHIGH AVE,300,19133,7,26,Northern Liberties-West Kensington,197,2,John Welsh School,-75.138126,39.991710000000005
2.02235E+11,Hispanic (Black or White),Male,Nonfatal,8/8/2022 21:30,No,42,OLD YORK RD,6900,19126,9,35,Oak Lane - Fernrock,203,3,Ellwood School,-75.138371,40.059302000000024
2.02215E+11,Black (Non-Hispanic),Male,Fatal,8/8/2022 20:57,No,29,SELLERS ST,1600,19124,7,15,Frankford,179,2,Allen M. Stearne School,-75.086,40.01383
2.02215E+11,Black (Non-Hispanic),Male,Fatal,8/8/2022 20:10,No,26,STATE RD,7400,19136,6,15,Wissinoming-Tacony,173,5,Edwin Forrest School,-75.028388,40.02749399999998
2.02224E+11,Hispanic (Black or White),Male,Nonfatal,8/8/2022 11:31,No,29,E WILLIAM ST,2000,19134,1,24,Upper Kensington,175,1,Frances E. Willard School,-75.118336,39.98946900000001
2.02215E+11,Black (Non-Hispanic),Male,Nonfatal,8/8/2022 2:26,No,33,GRISCOM ST,4700,19124,7,15,Frankford,179,2,John Marshall School,-75.084132,40.01776200000001
2.02225E+11,Black (Non-Hispanic),Male,Nonfatal,8/8/2022 1:43,No,21,N 6TH ST,4300,19140,7,25,Hunting Park-Fairhill,197,3,Cayuga School,-75.136822,40.01695700000001
2.02206E+11,Black (Non-Hispanic),Male,Nonfatal,8/7/2022 22:28,No,15,BROWN ST,1300,19123,5,6,Poplar-Temple,181,1,Spring Garden School,-75.158081,39.96756899999998
2.02206E+11,Black (Non-Hispanic),Male,Fatal,8/7/2022 10:39,No,41,GREEN ST,700,19123,5,6,Poplar-Temple,181,1,General Philip Kearny School,-75.15027,39.96274100000001
2.02222E+11,Black (Non-Hispanic),Male,Nonfatal,8/7/2022 6:23,No,34,W CUMBERLAND ST,1800,19132,5,22,Sharswood-Stanton,181,3,Tanner G. Duckrey School,-75.161899,39.99172
2.02214E+11,Black (Non-Hispanic),Female,Nonfatal,8/7/2022 2:26,No,36,MORTON ST,5600,19144,8,14,Germantown,198,4,Mastery Charter School at Wister,-75.169247,40.03983699999999
2.02212E+11,Black (Non-Hispanic),Male,Fatal,8/7/2022 2:19,Yes,37,S 53RD ST,1600,19143,3,12,Paschall-Kingsessing,186,8,Benjamin B. Comegys School,-75.218822,39.938281999999994
2.02224E+11,Black (Non-Hispanic),Female,Nonfatal,8/6/2022 22:11,No,34,HART LN,1800,19134,7,24,Upper Kensington,175,1,Frances E. Willard School,-75.121376,39.991714
2.02224E+11,Hispanic (Black or White),Male,Nonfatal,8/6/2022 22:11,No,37,HART LN,1800,19134,7,24,Upper Kensington,175,1,Frances E. Willard School,-75.121376,39.991714
2.02222E+11,Black (Non-Hispanic),Female,Nonfatal,8/6/2022 2:13,No,21,N NEWKIRK ST,1300,19121,5,22,Strawberry Mansion,195,3,Robert Morris School,-75.181879,39.977022999999996
2.02222E+11,Black (Non-Hispanic),Female,Nonfatal,8/6/2022 2:13,No,20,N NEWKIRK ST,1300,19121,5,22,Strawberry Mansion,195,3,Robert Morris School,-75.181879,39.977022999999996
2.02222E+11,Black (Non-Hispanic),Female,Nonfatal,8/6/2022 2:13,No,19,N NEWKIRK ST,1300,19121,5,22,Strawberry Mansion,195,3,Robert Morris School,-75.181997,39.97703800000002
2.02222E+11,Black (Non-Hispanic),Male,Fatal,8/6/2022 0:24,No,26,N 19TH ST,1900,19121,5,22,Sharswood-Stanton,181,3,Mastery Charter School at Douglass,-75.165,39.98338400000001
2.02239E+11,Black (Non-Hispanic),Female,Nonfatal,8/5/2022 23:51,No,20,N BAILEY ST,2900,19132,4,39,Nicetown-Tioga,198,7,E. Washington Rhodes School,-75.173488,40.00100700000001
2.02224E+11,Hispanic (Black or White),Male,Nonfatal,8/5/2022 23:42,No,40,E WESTMORELAND ST,800,19134,7,24,Upper Kensington,180,2,Philip H. Sheridan School,-75.114996,39.99830400000001
2.02202E+11,Black (Non-Hispanic),Male,Nonfatal,8/5/2022 21:04,No,17,HELLERMAN ST,1400,19149,7,2,Oxford Circle,202,5,Gilbert Spruance School,-75.075205,40.040180000000014
2.02225E+11,Black (Non-Hispanic),Male,Fatal,8/5/2022 18:31,Yes,28,N WARNOCK ST,3500,19140,5,25,Hunting Park-Fairhill,197,3,Mary M. Bethune School,-75.145695,40.00661599999998
2.02225E+11,Black (Non-Hispanic),Male,Nonfatal,8/5/2022 18:31,Yes,25,N WARNOCK ST,3500,19140,5,25,Hunting Park-Fairhill,197,3,Mary M. Bethune School,-75.145695,40.00661599999998
2.02225E+11,Black (Non-Hispanic),Male,Nonfatal,8/5/2022 18:31,Yes,21,N WARNOCK ST,3500,19140,5,25,Hunting Park-Fairhill,197,3,Mary M. Bethune School,-75.145695,40.00661599999998
2.02225E+11,Hispanic (Black or White),Male,Fatal,8/5/2022 17:30,No,53,W GLENWOOD AVE,900,19133,5,25,Hunting Park-Fairhill,181,3,Mastery Charter School at Clymer,-75.144898,40.000532000000014
2.02212E+11,Black (Non-Hispanic),Male,Nonfatal,8/5/2022 16:56,Yes,37,S 63RD ST,2200,19142,2,12,Paschall-Kingsessing,191,8,Thomas G. Morton School,-75.230696,39.926638000000004
2.02212E+11,Black (Non-Hispanic),Male,Fatal,8/5/2022 14:55,No,33,ELMWOOD AVE,7200,19142,2,12,Eastwick-Elmwood,185,8,John M. Patterson School,-75.24153,39.914418000000005
2.02222E+11,Black (Non-Hispanic),Female,Nonfatal,8/5/2022 11:11,Yes,49,W OAKDALE ST,2800,19132,5,22,Strawberry Mansion,195,7,Dr. Ethel Allen School,-75.178268,39.99655400000001
2.02222E+11,Black (Non-Hispanic),Male,Nonfatal,8/5/2022 9:00,No,22,N 16TH ST,2700,19132,5,22,Nicetown-Tioga,197,3,Tanner G. Duckrey School,-75.157794,39.99435199999999
2.02222E+11,Hispanic (Black or White),Male,Nonfatal,8/5/2022 8:00,No,15,N CLEVELAND ST,2300,19132,5,22,Sharswood-Stanton,181,3,Tanner G. Duckrey School,-75.162769,39.98894499999998
2.02222E+11,Black (Non-Hispanic),Male,Nonfatal,8/5/2022 4:56,Yes,28,WESTMONT ST,2900,19121,5,22,Strawberry Mansion,195,3,Richard R. Wright School,-75.181729,39.98872099999998
2.02219E+11,Black (Non-Hispanic),Male,Fatal,8/5/2022 3:10,Yes,30,N 55TH ST,1700,19131,4,19,Haddington-Overbrook,192,7,Edward Heston School,-75.232442,39.979628
2.02235E+11,Black (Non-Hispanic),Male,Nonfatal,8/5/2022 1:33,No,30,W CHELTENHAM AVE,400,19126,9,35,Oak Lane - Fernrock,203,3,Thomas K. Finletter School,-75.12548,40.054861
2.02235E+11,Black (Non-Hispanic),Male,Nonfatal,8/5/2022 1:33,No,29,W CHELTENHAM AVE,400,19126,9,35,Oak Lane - Fernrock,203,3,Thomas K. Finletter School,-75.12548,40.054861
2.02222E+11,Black (Non-Hispanic),Male,Nonfatal,8/4/2022 23:34,No,35,N MYRTLEWOOD ST,2500,19132,5,22,Strawberry Mansion,195,7,Dr. Ethel Allen School,-75.180324,39.99419600000001
2.02222E+11,Black (Non-Hispanic),Female,Nonfatal,8/4/2022 22:10,No,35,N 17TH ST,1400,19121,5,22,Sharswood-Stanton,181,3,General George G. Meade School,-75.163389,39.975947999999995
2.02212E+11,Black (Non-Hispanic),Male,Fatal,8/4/2022 7:30,No,,S 81ST ST,3000,19153,2,12,Eastwick-Elmwood,185,1,Penrose School,-75.242774,39.897948
2.02219E+11,Black (Non-Hispanic),Male,Fatal,8/4/2022 6:48,Yes,23,PARRISH ST,5300,19139,3,19,Mill Creek-Parkside,190,7,Universal Charter School at Daroff,-75.22701,39.96654899999999
2.02219E+11,Black (Non-Hispanic),Male,Nonfatal,8/4/2022 6:48,Yes,17,PARRISH ST,5300,19139,3,19,Mill Creek-Parkside,190,7,Universal Charter School at Daroff,-75.22701,39.96654899999999
2.02224E+11,Hispanic (Black or White),Male,Nonfatal,8/4/2022 3:54,No,59,HARTVILLE ST,2900,19134,7,24,Upper Kensington,180,2,Lewis Elkin School,-75.12059,39.993840999999996
2.02224E+11,Black (Non-Hispanic),Male,Nonfatal,8/3/2022 22:08,No,27,E CLEARFIELD ST,2100,19134,1,24,Upper Kensington,175,1,Frances E. Willard School,-75.111695,39.99045600000001
